[FileName]-[Scan]	Xs	Vs
RH_Heart_TMTHF_FR4WO_duplicate.txt-97739	0.221274646	495161.3334
RH_Heart_TMTHF_FR4WO_duplicate.txt-97740	0.171318982	54537.40365
RH_Heart_TMTHF_FR4WO_duplicate.txt-97744	0.198433856	15952.72624
RH_Heart_TMTHF_FR4WO_duplicate.txt-97745	0.144731061	34803.03906
RH_Heart_TMTHF_FR4WO_duplicate.txt-97756	0.059750055	31374.1849
RH_Heart_TMTHF_FR4WO_duplicate.txt-97759	0.212051969	14609.73438
RH_Heart_TMTHF_FR4WO_duplicate.txt-97762	0.466153179	31041.05274
RH_Heart_TMTHF_FR4WO_duplicate.txt-97763	0.223351592	46485.92188
RH_Heart_TMTHF_FR4WO_duplicate.txt-97764	0.079726337	43836.07943
RH_Heart_TMTHF_FR4WO_duplicate.txt-97804	0.059414385	36914.30078
RH_Heart_TMTHF_FR4WO_duplicate.txt-97805	0.040117064	18406.30143
RH_Heart_TMTHF_FR4WO_duplicate.txt-97806	0.051967975	7997.038411
RH_Heart_TMTHF_FR4WO_duplicate.txt-97808	-0.011772754	25944.02604
RH_Heart_TMTHF_FR4WO_duplicate.txt-97814	0.036880846	28668.96159
RH_Heart_TMTHF_FR4WO_duplicate.txt-97815	0.297589976	41397.21484
RH_Heart_TMTHF_FR4WO_duplicate.txt-97832	0.147848998	27102.91341
RH_Heart_TMTHF_FR4WO_duplicate.txt-9784	-0.09881473	4315.290527
RH_Heart_TMTHF_FR4WO_duplicate.txt-97845	0.352241434	49092.37109
RH_Heart_TMTHF_FR4WO_duplicate.txt-97849	0.114443184	45543.7526
RH_Heart_TMTHF_FR4WO_duplicate.txt-97851	-0.072821356	36553.23503
RH_Heart_TMTHF_FR4WO_duplicate.txt-97857	0.175227798	30480.44922
RH_Heart_TMTHF_FR4WO_duplicate.txt-9786	-0.238350227	8973.954428
RH_Heart_TMTHF_FR4WO_duplicate.txt-97872	0.113301561	24831.42904
RH_Heart_TMTHF_FR4WO_duplicate.txt-97875	0.148600444	66394.50391
RH_Heart_TMTHF_FR4WO_duplicate.txt-97886	0.145199796	74475.26823
RH_Heart_TMTHF_FR4WO_duplicate.txt-97897	0.223611697	238718.9948
RH_Heart_TMTHF_FR4WO_duplicate.txt-97918	0.109247209	16019.35677
RH_Heart_TMTHF_FR4WO_duplicate.txt-97926	-0.121072764	33681.30339
RH_Heart_TMTHF_FR4WO_duplicate.txt-97937	0.104755254	45069.82422
RH_Heart_TMTHF_FR4WO_duplicate.txt-97939	0.077364384	46255.1276
RH_Heart_TMTHF_FR4WO_duplicate.txt-97945	0.119336001	288018.2396
RH_Heart_TMTHF_FR4WO_duplicate.txt-97946	0.402826676	91541.78646
RH_Heart_TMTHF_FR4WO_duplicate.txt-97949	0.464813586	17898.75391
RH_Heart_TMTHF_FR4WO_duplicate.txt-97952	0.217797568	323876
RH_Heart_TMTHF_FR4WO_duplicate.txt-97953	0.034662577	23036.2806
RH_Heart_TMTHF_FR4WO_duplicate.txt-97960	-0.146163942	569496.3958
RH_Heart_TMTHF_FR4WO_duplicate.txt-97962	0.256360517	10660.47493
RH_Heart_TMTHF_FR4WO_duplicate.txt-97968	0.236822576	32207.37109
RH_Heart_TMTHF_FR4WO_duplicate.txt-97982	0.173122824	52564.22005
RH_Heart_TMTHF_FR4WO_duplicate.txt-97984	-0.158779619	13092.87272
RH_Heart_TMTHF_FR4WO_duplicate.txt-97987	0.413096303	11212.75879
RH_Heart_TMTHF_FR4WO_duplicate.txt-98005	0.304527502	40057.35547
RH_Heart_TMTHF_FR4WO_duplicate.txt-98007	0.139136341	29526.66276
RH_Heart_TMTHF_FR4WO_duplicate.txt-98021	0.291676613	18466.06282
RH_Heart_TMTHF_FR4WO_duplicate.txt-98022	0.359576281	26331.82422
RH_Heart_TMTHF_FR4WO_duplicate.txt-98024	0.169141246	97741.13281
RH_Heart_TMTHF_FR4WO_duplicate.txt-98030	0.174323606	37690.64648
RH_Heart_TMTHF_FR4WO_duplicate.txt-98034	-0.158645897	93161.66927
RH_Heart_TMTHF_FR4WO_duplicate.txt-98036	0.140415969	33709.08984
RH_Heart_TMTHF_FR4WO_duplicate.txt-98041	-0.027496563	10038.65332
RH_Heart_TMTHF_FR4WO_duplicate.txt-98054	-0.058058332	33773.3444
RH_Heart_TMTHF_FR4WO_duplicate.txt-98057	0.401522583	29765.41797
RH_Heart_TMTHF_FR4WO_duplicate.txt-98065	0.066395199	77506.69271
RH_Heart_TMTHF_FR4WO_duplicate.txt-98067	0.339627008	51406.28776
RH_Heart_TMTHF_FR4WO_duplicate.txt-98072	0.150265971	24917.42969
RH_Heart_TMTHF_FR4WO_duplicate.txt-98074	0.142821954	23341.78516
RH_Heart_TMTHF_FR4WO_duplicate.txt-98089	0.551959423	9589.558594
RH_Heart_TMTHF_FR4WO_duplicate.txt-98090	0.275993244	15694.78972
RH_Heart_TMTHF_FR4WO_duplicate.txt-98095	-0.050357628	130368.4948
RH_Heart_TMTHF_FR4WO_duplicate.txt-98097	0.133830182	55848.13281
RH_Heart_TMTHF_FR4WO_duplicate.txt-98108	0.092782352	288323.1667
RH_Heart_TMTHF_FR4WO_duplicate.txt-98120	0.075792427	31836.38542
RH_Heart_TMTHF_FR4WO_duplicate.txt-98123	0.122934576	41456.20182
RH_Heart_TMTHF_FR4WO_duplicate.txt-98137	0.134993431	14696.47982
RH_Heart_TMTHF_FR4WO_duplicate.txt-98153	0.134990851	39732.94401
RH_Heart_TMTHF_FR4WO_duplicate.txt-98160	0.090129047	262458.2448
RH_Heart_TMTHF_FR4WO_duplicate.txt-98161	0.082788619	94927.92187
RH_Heart_TMTHF_FR4WO_duplicate.txt-98175	0.160976597	1132016.896
RH_Heart_TMTHF_FR4WO_duplicate.txt-98177	0.10379461	277395.25
RH_Heart_TMTHF_FR4WO_duplicate.txt-98181	0.1348212	46851.29557
RH_Heart_TMTHF_FR4WO_duplicate.txt-98184	0.16180099	44941.66406
RH_Heart_TMTHF_FR4WO_duplicate.txt-98187	0.283555704	13444.86784
RH_Heart_TMTHF_FR4WO_duplicate.txt-98195	0.127514989	185897.8646
RH_Heart_TMTHF_FR4WO_duplicate.txt-98198	0.249484317	50037.70573
RH_Heart_TMTHF_FR4WO_duplicate.txt-98235	0.216147922	26148.49739
RH_Heart_TMTHF_FR4WO_duplicate.txt-98249	0.247399953	33308.71419
RH_Heart_TMTHF_FR4WO_duplicate.txt-98251	0.115590758	24971.97656
RH_Heart_TMTHF_FR4WO_duplicate.txt-98278	0.072273377	133935.5417
RH_Heart_TMTHF_FR4WO_duplicate.txt-98279	0.05248593	24044.91667
RH_Heart_TMTHF_FR4WO_duplicate.txt-98282	0.424228072	28031.26367
RH_Heart_TMTHF_FR4WO_duplicate.txt-98296	0.214114023	124812.1667
RH_Heart_TMTHF_FR4WO_duplicate.txt-98297	0.338859229	75477.82292
RH_Heart_TMTHF_FR4WO_duplicate.txt-98314	0.113440655	239103.1927
RH_Heart_TMTHF_FR4WO_duplicate.txt-98315	0.193425893	98988.76823
RH_Heart_TMTHF_FR4WO_duplicate.txt-98320	-0.032657226	7540.585286
RH_Heart_TMTHF_FR4WO_duplicate.txt-98328	-0.006499013	1226243.375
RH_Heart_TMTHF_FR4WO_duplicate.txt-98335	0.04016764	603689.4792
RH_Heart_TMTHF_FR4WO_duplicate.txt-98341	0.01048239	18002.05371
RH_Heart_TMTHF_FR4WO_duplicate.txt-98346	0.073041835	30903.88932
RH_Heart_TMTHF_FR4WO_duplicate.txt-98349	0.174497139	512732.3229
RH_Heart_TMTHF_FR4WO_duplicate.txt-98357	0.134577347	97932.09635
RH_Heart_TMTHF_FR4WO_duplicate.txt-98358	0.362558932	23900.19141
RH_Heart_TMTHF_FR4WO_duplicate.txt-98360	-0.022198578	18555.29883
RH_Heart_TMTHF_FR4WO_duplicate.txt-98384	0.160498482	50057.91797
RH_Heart_TMTHF_FR4WO_duplicate.txt-98391	0.271848948	787207.75
RH_Heart_TMTHF_FR4WO_duplicate.txt-98399	0.214116614	17203.20247
RH_Heart_TMTHF_FR4WO_duplicate.txt-98405	0.082562147	61886.99609
RH_Heart_TMTHF_FR4WO_duplicate.txt-98407	0.028795184	97960.17188
RH_Heart_TMTHF_FR4WO_duplicate.txt-98413	0.173676628	63922.01042
RH_Heart_TMTHF_FR4WO_duplicate.txt-98415	-0.076942973	14762.44075
RH_Heart_TMTHF_FR4WO_duplicate.txt-98443	0.091962064	34114.1543
RH_Heart_TMTHF_FR4WO_duplicate.txt-98448	0.037024967	12112.39876
RH_Heart_TMTHF_FR4WO_duplicate.txt-98459	0.132411336	31109.82943
RH_Heart_TMTHF_FR4WO_duplicate.txt-98467	0.40175417	6588.168457
RH_Heart_TMTHF_FR4WO_duplicate.txt-98480	-0.029936707	30673.1569
RH_Heart_TMTHF_FR4WO_duplicate.txt-98492	0.228075421	65022.28386
RH_Heart_TMTHF_FR4WO_duplicate.txt-98493	0.096826255	27869.59766
RH_Heart_TMTHF_FR4WO_duplicate.txt-98496	0.317150524	25378.09766
RH_Heart_TMTHF_FR4WO_duplicate.txt-98498	0.098413082	835842.125
RH_Heart_TMTHF_FR4WO_duplicate.txt-98501	0.179243885	9813.566082
RH_Heart_TMTHF_FR4WO_duplicate.txt-98516	0.074975888	142011.1979
RH_Heart_TMTHF_FR4WO_duplicate.txt-98522	0.317922983	63487.85156
RH_Heart_TMTHF_FR4WO_duplicate.txt-98530	-0.051839566	120391.7578
RH_Heart_TMTHF_FR4WO_duplicate.txt-98532	0.18592012	18228.63281
RH_Heart_TMTHF_FR4WO_duplicate.txt-98571	0.281944553	15293.00586
RH_Heart_TMTHF_FR4WO_duplicate.txt-98577	0.245947145	274471.0833
RH_Heart_TMTHF_FR4WO_duplicate.txt-98579	-0.024142998	350501.1459
RH_Heart_TMTHF_FR4WO_duplicate.txt-98583	0.349522418	23932.43945
RH_Heart_TMTHF_FR4WO_duplicate.txt-98584	0.183648516	15315.41992
RH_Heart_TMTHF_FR4WO_duplicate.txt-98592	-0.044717083	50409.0026
RH_Heart_TMTHF_FR4WO_duplicate.txt-98600	0.230877662	69329.48438
RH_Heart_TMTHF_FR4WO_duplicate.txt-98604	0.177536362	17285.71419
RH_Heart_TMTHF_FR4WO_duplicate.txt-98607	0.268996694	453255.0208
RH_Heart_TMTHF_FR4WO_duplicate.txt-98616	0.019393213	28866.03841
RH_Heart_TMTHF_FR4WO_duplicate.txt-98625	0.134742202	140686.2891
RH_Heart_TMTHF_FR4WO_duplicate.txt-98627	0.202239971	38131.64648
RH_Heart_TMTHF_FR4WO_duplicate.txt-98634	0.092152246	26410.61328
RH_Heart_TMTHF_FR4WO_duplicate.txt-98638	0.097663373	15127.60742
RH_Heart_TMTHF_FR4WO_duplicate.txt-98654	0.286808729	32641.7832
RH_Heart_TMTHF_FR4WO_duplicate.txt-98677	0.108247745	26698.58594
RH_Heart_TMTHF_FR4WO_duplicate.txt-98693	0.204237375	33235.38672
RH_Heart_TMTHF_FR4WO_duplicate.txt-98699	0.337691854	43493.69141
RH_Heart_TMTHF_FR4WO_duplicate.txt-98704	0.202506708	20940.54883
RH_Heart_TMTHF_FR4WO_duplicate.txt-98712	0.103397832	39017.75521
RH_Heart_TMTHF_FR4WO_duplicate.txt-98713	0.172086959	16307.8265
RH_Heart_TMTHF_FR4WO_duplicate.txt-98722	0.115755882	1560286.708
RH_Heart_TMTHF_FR4WO_duplicate.txt-98730	0.273471709	9751.587891
RH_Heart_TMTHF_FR4WO_duplicate.txt-98739	0.152962778	117618.875
RH_Heart_TMTHF_FR4WO_duplicate.txt-98741	-0.197273506	36571.22396
RH_Heart_TMTHF_FR4WO_duplicate.txt-98753	0.042168135	54092.60156
RH_Heart_TMTHF_FR4WO_duplicate.txt-98754	0.18543127	14397.61849
RH_Heart_TMTHF_FR4WO_duplicate.txt-98757	0.14711079	32047.84766
RH_Heart_TMTHF_FR4WO_duplicate.txt-98759	0.32992571	27372.98893
RH_Heart_TMTHF_FR4WO_duplicate.txt-98766	0.329731595	1115606.125
RH_Heart_TMTHF_FR4WO_duplicate.txt-98769	0.215086055	18824.04102
RH_Heart_TMTHF_FR4WO_duplicate.txt-98770	0.188846229	30034.29167
RH_Heart_TMTHF_FR4WO_duplicate.txt-98775	0.170843851	30818.60156
RH_Heart_TMTHF_FR4WO_duplicate.txt-98798	0.211791611	1072064.396
RH_Heart_TMTHF_FR4WO_duplicate.txt-98799	0.269092688	179731.4531
RH_Heart_TMTHF_FR4WO_duplicate.txt-98804	0.098043174	24652.99479
RH_Heart_TMTHF_FR4WO_duplicate.txt-98815	0.134480335	27717.85547
RH_Heart_TMTHF_FR4WO_duplicate.txt-9882	-0.066832343	20737.83203
RH_Heart_TMTHF_FR4WO_duplicate.txt-98824	0.245630905	356322.4583
RH_Heart_TMTHF_FR4WO_duplicate.txt-98825	0.102798395	168509.8385
RH_Heart_TMTHF_FR4WO_duplicate.txt-98831	0.218207679	19598.44596
RH_Heart_TMTHF_FR4WO_duplicate.txt-98835	0.060516336	33943.58854
RH_Heart_TMTHF_FR4WO_duplicate.txt-98839	0.276898644	28411.85482
RH_Heart_TMTHF_FR4WO_duplicate.txt-98847	0.087890344	213657.2969
RH_Heart_TMTHF_FR4WO_duplicate.txt-98849	0.278581966	22011.10547
RH_Heart_TMTHF_FR4WO_duplicate.txt-98858	0.327233052	12605.70898
RH_Heart_TMTHF_FR4WO_duplicate.txt-98876	0.250101891	31345.44206
RH_Heart_TMTHF_FR4WO_duplicate.txt-98877	0.094866035	17703.361
RH_Heart_TMTHF_FR4WO_duplicate.txt-98898	0.201805815	32186.41146
RH_Heart_TMTHF_FR4WO_duplicate.txt-98937	0.171813017	1455315.333
RH_Heart_TMTHF_FR4WO_duplicate.txt-98941	-0.038953233	18393.08008
RH_Heart_TMTHF_FR4WO_duplicate.txt-98949	0.177191862	9143.209636
RH_Heart_TMTHF_FR4WO_duplicate.txt-98951	0.342537089	13607.66081
RH_Heart_TMTHF_FR4WO_duplicate.txt-98954	0.249721613	106143.8411
RH_Heart_TMTHF_FR4WO_duplicate.txt-98975	0.258456413	42976.19531
RH_Heart_TMTHF_FR4WO_duplicate.txt-98976	0.097825076	31026.02083
RH_Heart_TMTHF_FR4WO_duplicate.txt-98982	0.572136444	280874.6094
RH_Heart_TMTHF_FR4WO_duplicate.txt-98986	0.284758454	27231.56055
RH_Heart_TMTHF_FR4WO_duplicate.txt-98989	0.225714366	19409.5931
RH_Heart_TMTHF_FR4WO_duplicate.txt-99009	0.23425743	34642.10808
RH_Heart_TMTHF_FR4WO_duplicate.txt-99014	-0.080649084	2843422.667
RH_Heart_TMTHF_FR4WO_duplicate.txt-99016	0.31984786	151317.4063
RH_Heart_TMTHF_FR4WO_duplicate.txt-99017	0.003876253	111096.0651
RH_Heart_TMTHF_FR4WO_duplicate.txt-99025	0.128743505	28899.17123
RH_Heart_TMTHF_FR4WO_duplicate.txt-99026	0.287733213	19708.2194
RH_Heart_TMTHF_FR4WO_duplicate.txt-99027	0.002221328	81540.78125
RH_Heart_TMTHF_FR4WO_duplicate.txt-99033	0.021733006	135725.6927
RH_Heart_TMTHF_FR4WO_duplicate.txt-99034	0.079909541	47847.78125
RH_Heart_TMTHF_FR4WO_duplicate.txt-99041	0.003527948	191333.9948
RH_Heart_TMTHF_FR4WO_duplicate.txt-99054	0.229735787	26630.78255
RH_Heart_TMTHF_FR4WO_duplicate.txt-99061	0.27841745	39150.63672
RH_Heart_TMTHF_FR4WO_duplicate.txt-99062	0.223530395	45570.30859
RH_Heart_TMTHF_FR4WO_duplicate.txt-99063	0.408658343	13680.87891
RH_Heart_TMTHF_FR4WO_duplicate.txt-99080	0.34737827	20503.20898
RH_Heart_TMTHF_FR4WO_duplicate.txt-99085	0.250900071	18597.92188
RH_Heart_TMTHF_FR4WO_duplicate.txt-99089	0.219440207	20094.38867
RH_Heart_TMTHF_FR4WO_duplicate.txt-99094	0.275534334	34246.75912
RH_Heart_TMTHF_FR4WO_duplicate.txt-99108	-0.067432333	18873.14518
RH_Heart_TMTHF_FR4WO_duplicate.txt-99118	0.379943655	4281.060221
RH_Heart_TMTHF_FR4WO_duplicate.txt-99123	0.195284182	33259.38021
RH_Heart_TMTHF_FR4WO_duplicate.txt-99163	0.189516141	25513.63477
RH_Heart_TMTHF_FR4WO_duplicate.txt-99166	0.059332645	2096530.25
RH_Heart_TMTHF_FR4WO_duplicate.txt-99169	-0.052008106	21797.27539
RH_Heart_TMTHF_FR4WO_duplicate.txt-99175	0.280482715	13319.7002
RH_Heart_TMTHF_FR4WO_duplicate.txt-99190	0.270420515	493412.7292
RH_Heart_TMTHF_FR4WO_duplicate.txt-99191	-0.086365606	38114.6556
RH_Heart_TMTHF_FR4WO_duplicate.txt-99196	0.24472327	31231.72656
RH_Heart_TMTHF_FR4WO_duplicate.txt-99197	0.340825782	60205.36458
RH_Heart_TMTHF_FR4WO_duplicate.txt-99198	0.153426416	43886.29688
RH_Heart_TMTHF_FR4WO_duplicate.txt-9920	0.189506829	12503.08984
RH_Heart_TMTHF_FR4WO_duplicate.txt-99201	0.524025967	26069.05664
RH_Heart_TMTHF_FR4WO_duplicate.txt-99211	0.114202531	114808.3984
RH_Heart_TMTHF_FR4WO_duplicate.txt-99214	0.266679121	62519.90625
RH_Heart_TMTHF_FR4WO_duplicate.txt-99222	0.097242509	22795.17838
RH_Heart_TMTHF_FR4WO_duplicate.txt-99244	-0.004333066	2012137.167
RH_Heart_TMTHF_FR4WO_duplicate.txt-99245	0.07333195	68498.42448
RH_Heart_TMTHF_FR4WO_duplicate.txt-99246	-0.004217049	58362.8711
RH_Heart_TMTHF_FR4WO_duplicate.txt-99247	0.261848607	19488.95312
RH_Heart_TMTHF_FR4WO_duplicate.txt-99256	0.10147224	61608.08594
RH_Heart_TMTHF_FR4WO_duplicate.txt-99271	0.034113128	81356.19531
RH_Heart_TMTHF_FR4WO_duplicate.txt-99283	-0.030912549	19875.5013
RH_Heart_TMTHF_FR4WO_duplicate.txt-99286	0.135525066	122852.6641
RH_Heart_TMTHF_FR4WO_duplicate.txt-99289	0.26120568	30954.1582
RH_Heart_TMTHF_FR4WO_duplicate.txt-99301	0.055085625	49698.4974
RH_Heart_TMTHF_FR4WO_duplicate.txt-99303	-0.102573773	15128.42904
RH_Heart_TMTHF_FR4WO_duplicate.txt-99318	0.228701597	21282.87565
RH_Heart_TMTHF_FR4WO_duplicate.txt-99332	0.244107871	18758.71289
RH_Heart_TMTHF_FR4WO_duplicate.txt-99333	0.038472825	8549.212891
RH_Heart_TMTHF_FR4WO_duplicate.txt-99338	-0.126988935	30913.02604
RH_Heart_TMTHF_FR4WO_duplicate.txt-99361	-0.078317768	27235.16081
RH_Heart_TMTHF_FR4WO_duplicate.txt-99366	0.444496826	6143.947266
RH_Heart_TMTHF_FR4WO_duplicate.txt-99373	0.126521357	46405.07031
RH_Heart_TMTHF_FR4WO_duplicate.txt-99381	0.218033003	1524655.125
RH_Heart_TMTHF_FR4WO_duplicate.txt-99385	0.119469583	16045.68197
RH_Heart_TMTHF_FR4WO_duplicate.txt-99395	0.178400243	27451.05664
RH_Heart_TMTHF_FR4WO_duplicate.txt-99414	0.178729204	54040.16406
RH_Heart_TMTHF_FR4WO_duplicate.txt-99417	0.224341088	196674.5938
RH_Heart_TMTHF_FR4WO_duplicate.txt-99422	0.296788149	18226.90397
RH_Heart_TMTHF_FR4WO_duplicate.txt-99432	0.294124973	45820.35156
RH_Heart_TMTHF_FR4WO_duplicate.txt-99434	0.348414298	59848.89844
RH_Heart_TMTHF_FR4WO_duplicate.txt-99445	0.214712311	9136.346356
RH_Heart_TMTHF_FR4WO_duplicate.txt-99460	0.090544541	1227628.542
RH_Heart_TMTHF_FR4WO_duplicate.txt-99461	0.105472574	60847.62109
RH_Heart_TMTHF_FR4WO_duplicate.txt-99473	-0.006647963	52141.49349
RH_Heart_TMTHF_FR4WO_duplicate.txt-99474	0.261998142	32050.42513
RH_Heart_TMTHF_FR4WO_duplicate.txt-99476	0.233231933	17999.91015
RH_Heart_TMTHF_FR4WO_duplicate.txt-99493	0.17046136	45651.54557
RH_Heart_TMTHF_FR4WO_duplicate.txt-99497	0.145265436	45336.33203
RH_Heart_TMTHF_FR4WO_duplicate.txt-99504	0.447356129	199766.151
RH_Heart_TMTHF_FR4WO_duplicate.txt-99507	0.208139422	51441.9987
RH_Heart_TMTHF_FR4WO_duplicate.txt-99511	0.068289273	33707.23828
RH_Heart_TMTHF_FR4WO_duplicate.txt-99520	0.27578647	49019.38412
RH_Heart_TMTHF_FR4WO_duplicate.txt-99523	0.176730812	11516.70475
RH_Heart_TMTHF_FR4WO_duplicate.txt-99527	-0.083459017	4077.594238
RH_Heart_TMTHF_FR4WO_duplicate.txt-99532	0.248010776	82271.33724
RH_Heart_TMTHF_FR4WO_duplicate.txt-99542	0.508487688	56559.78906
RH_Heart_TMTHF_FR4WO_duplicate.txt-99552	0.303459734	35922.83724
RH_Heart_TMTHF_FR4WO_duplicate.txt-99560	0.083625709	22053.44336
RH_Heart_TMTHF_FR4WO_duplicate.txt-99583	0.213136844	93477.25262
RH_Heart_TMTHF_FR4WO_duplicate.txt-99584	0.055540266	15117.73503
RH_Heart_TMTHF_FR4WO_duplicate.txt-99593	-0.116623634	161814.6615
RH_Heart_TMTHF_FR4WO_duplicate.txt-99599	0.37364405	945529.5
RH_Heart_TMTHF_FR4WO_duplicate.txt-99600	-0.136395753	31135.6888
RH_Heart_TMTHF_FR4WO_duplicate.txt-99606	-0.118107468	5719.609375
RH_Heart_TMTHF_FR4WO_duplicate.txt-99610	0.20667421	22452.17057
RH_Heart_TMTHF_FR4WO_duplicate.txt-99620	0.096066562	72864.88933
RH_Heart_TMTHF_FR4WO_duplicate.txt-99626	-0.01162003	45640.04036
RH_Heart_TMTHF_FR4WO_duplicate.txt-99635	0.209342745	104245.8646
RH_Heart_TMTHF_FR4WO_duplicate.txt-99636	0.212041715	41685.33073
RH_Heart_TMTHF_FR4WO_duplicate.txt-99652	0.108963124	32816.51302
RH_Heart_TMTHF_FR4WO_duplicate.txt-99663	0.122991118	15742.92839
RH_Heart_TMTHF_FR4WO_duplicate.txt-99664	0.096530559	42409.48047
RH_Heart_TMTHF_FR4WO_duplicate.txt-99677	0.337352613	516444.7292
RH_Heart_TMTHF_FR4WO_duplicate.txt-99680	0.113167347	39702.8086
RH_Heart_TMTHF_FR4WO_duplicate.txt-99693	0.046656976	21952.11133
RH_Heart_TMTHF_FR4WO_duplicate.txt-99697	0.248107596	114890.737
RH_Heart_TMTHF_FR4WO_duplicate.txt-99734	0.07264534	87570.28385
RH_Heart_TMTHF_FR4WO_duplicate.txt-99736	0.167843318	41372.35156
RH_Heart_TMTHF_FR4WO_duplicate.txt-99737	-0.106656061	50919.13411
RH_Heart_TMTHF_FR4WO_duplicate.txt-99742	0.067960841	40175.84115
RH_Heart_TMTHF_FR4WO_duplicate.txt-99748	0.173869815	501542.2188
RH_Heart_TMTHF_FR4WO_duplicate.txt-99750	0.073498402	30410.66341
RH_Heart_TMTHF_FR4WO_duplicate.txt-99753	0.279192975	10131.49381
RH_Heart_TMTHF_FR4WO_duplicate.txt-99754	0.401224127	31166.81836
RH_Heart_TMTHF_FR4WO_duplicate.txt-9978	0.232014136	4092.157471
RH_Heart_TMTHF_FR4WO_duplicate.txt-99797	0.282689147	20448.79883
RH_Heart_TMTHF_FR4WO_duplicate.txt-99803	0.212390331	200902.6771
RH_Heart_TMTHF_FR4WO_duplicate.txt-99805	-0.002057899	14329.12402
RH_Heart_TMTHF_FR4WO_duplicate.txt-99813	0.079091945	9832.840659
RH_Heart_TMTHF_FR4WO_duplicate.txt-99819	0.406598922	256834.5417
RH_Heart_TMTHF_FR4WO_duplicate.txt-99820	-0.055733864	189667.0417
RH_Heart_TMTHF_FR4WO_duplicate.txt-99822	0.179999119	16671.73373
RH_Heart_TMTHF_FR4WO_duplicate.txt-99838	-0.041664765	32228.60872
RH_Heart_TMTHF_FR4WO_duplicate.txt-99840	-0.107246192	29883.40625
RH_Heart_TMTHF_FR4WO_duplicate.txt-99850	0.073387131	65954.81771
RH_Heart_TMTHF_FR4WO_duplicate.txt-99863	0.060156015	186025.5156
RH_Heart_TMTHF_FR4WO_duplicate.txt-99865	0.147575956	52511.66797
RH_Heart_TMTHF_FR4WO_duplicate.txt-99883	-0.164906464	35885.39583
RH_Heart_TMTHF_FR4WO_duplicate.txt-99890	0.202684512	34379.20703
RH_Heart_TMTHF_FR4WO_duplicate.txt-99892	0.156720564	279015.6563
RH_Heart_TMTHF_FR4WO_duplicate.txt-99898	0.188359453	41663.41927
RH_Heart_TMTHF_FR4WO_duplicate.txt-99899	-0.089433613	24950.76237
RH_Heart_TMTHF_FR4WO_duplicate.txt-99910	-0.012297875	28865.59961
RH_Heart_TMTHF_FR4WO_duplicate.txt-99915	0.026161601	27761.47396
RH_Heart_TMTHF_FR4WO_duplicate.txt-99956	0.282452971	93722.04428
RH_Heart_TMTHF_FR4WO_duplicate.txt-99960	0.174997421	53679.8151
RH_Heart_TMTHF_FR4WO_duplicate.txt-99972	0.392672692	1323059.25
RH_Heart_TMTHF_FR4WO_duplicate.txt-99976	0.366313547	7862.749512
RH_Heart_TMTHF_FR4WO_duplicate.txt-99989	0.101879122	11332.63737
RH_Heart_TMTHF_FR4WO_duplicate.txt-99999	0.319520996	7928.800781
RH_Heart_TMTHF_FR5WO_duplicate.txt-100004	0.041318263	65869.59636
RH_Heart_TMTHF_FR5WO_duplicate.txt-100005	0.226189836	47825.88151
RH_Heart_TMTHF_FR5WO_duplicate.txt-100007	0.329266802	65708.10417
RH_Heart_TMTHF_FR5WO_duplicate.txt-100010	0.144460556	125457.3594
RH_Heart_TMTHF_FR5WO_duplicate.txt-100019	0.201895026	44521.33854
RH_Heart_TMTHF_FR5WO_duplicate.txt-100046	-0.076052049	183576.0677
RH_Heart_TMTHF_FR5WO_duplicate.txt-100065	0.100049719	333317.6979
RH_Heart_TMTHF_FR5WO_duplicate.txt-100078	0.058377508	20575.17839
RH_Heart_TMTHF_FR5WO_duplicate.txt-100099	0.085645144	195589.9219
RH_Heart_TMTHF_FR5WO_duplicate.txt-100129	0.239539474	191046.2188
RH_Heart_TMTHF_FR5WO_duplicate.txt-100133	-0.013134456	47873.875
RH_Heart_TMTHF_FR5WO_duplicate.txt-100146	-0.093753704	193952.9323
RH_Heart_TMTHF_FR5WO_duplicate.txt-100152	0.003485073	8119886.333
RH_Heart_TMTHF_FR5WO_duplicate.txt-100155	0.292377531	54191.80078
RH_Heart_TMTHF_FR5WO_duplicate.txt-100157	0.157891725	40474.66406
RH_Heart_TMTHF_FR5WO_duplicate.txt-100165	0.134960453	32671.03711
RH_Heart_TMTHF_FR5WO_duplicate.txt-100166	0.17675438	122076.2083
RH_Heart_TMTHF_FR5WO_duplicate.txt-100168	-0.014005412	90763.19272
RH_Heart_TMTHF_FR5WO_duplicate.txt-100175	0.043623601	738751.4792
RH_Heart_TMTHF_FR5WO_duplicate.txt-100225	0.130655206	131448.2734
RH_Heart_TMTHF_FR5WO_duplicate.txt-100226	-0.127653989	56955.93229
RH_Heart_TMTHF_FR5WO_duplicate.txt-100227	0.147513955	57583.91797
RH_Heart_TMTHF_FR5WO_duplicate.txt-100248	0.067109189	24026.02604
RH_Heart_TMTHF_FR5WO_duplicate.txt-100256	0.067912899	34410.07552
RH_Heart_TMTHF_FR5WO_duplicate.txt-100257	0.064004909	117223.4036
RH_Heart_TMTHF_FR5WO_duplicate.txt-100267	-0.049000678	252206.7188
RH_Heart_TMTHF_FR5WO_duplicate.txt-100276	0.371371849	21460.49154
