[FileName]-[Scan]	Xs	Vs
RH_Heart_TMTHF_FR3WO_duplicate.txt-48877	0.160715954	678425.4167
RH_Heart_TMTHF_FR3WO_duplicate.txt-48894	0.157219301	112280.651
RH_Heart_TMTHF_FR3WO_duplicate.txt-48931	0.206985166	360741.9688
RH_Heart_TMTHF_FR3WO_duplicate.txt-48934	0.303385034	36407.58203
RH_Heart_TMTHF_FR3WO_duplicate.txt-48986	-0.002642025	34318.29688
RH_Heart_TMTHF_FR3WO_duplicate.txt-48989	0.111757228	25574.63932
RH_Heart_TMTHF_FR3WO_duplicate.txt-49002	0.000908094	180550.9583
RH_Heart_TMTHF_FR3WO_duplicate.txt-49012	0.129665664	62312.89193
RH_Heart_TMTHF_FR3WO_duplicate.txt-49043	0.100283784	38327.58203
RH_Heart_TMTHF_FR3WO_duplicate.txt-49070	-0.239788023	78153.94532
RH_Heart_TMTHF_FR3WO_duplicate.txt-49082	0.118019546	143106.6901
RH_Heart_TMTHF_FR3WO_duplicate.txt-49088	0.02284725	2461936.667
RH_Heart_TMTHF_FR3WO_duplicate.txt-49104	0.048220353	143695.9375
RH_Heart_TMTHF_FR3WO_duplicate.txt-49144	0.106925881	116848.1771
RH_Heart_TMTHF_FR3WO_duplicate.txt-49152	-0.119674465	33887.67578
RH_Heart_TMTHF_FR3WO_duplicate.txt-49161	0.143409705	42733.73698
RH_Heart_TMTHF_FR3WO_duplicate.txt-49171	0.25368252	31016.14258
RH_Heart_TMTHF_FR3WO_duplicate.txt-49189	0.038241974	67404.69531
RH_Heart_TMTHF_FR3WO_duplicate.txt-49201	0.086308347	15734.85124
RH_Heart_TMTHF_FR3WO_duplicate.txt-49215	0.116542852	287563.323
RH_Heart_TMTHF_FR3WO_duplicate.txt-49219	-0.091830985	187203.1563
RH_Heart_TMTHF_FR3WO_duplicate.txt-49229	0.258404337	307708.8959
RH_Heart_TMTHF_FR3WO_duplicate.txt-49256	0.316287337	14524.08431
RH_Heart_TMTHF_FR3WO_duplicate.txt-49262	0.196582337	78308.25781
RH_Heart_TMTHF_FR3WO_duplicate.txt-49284	0.055576072	85928.80209
RH_Heart_TMTHF_FR3WO_duplicate.txt-49295	-0.080406335	313096.6146
RH_Heart_TMTHF_FR3WO_duplicate.txt-49310	0.223125525	1252941.229
RH_Heart_TMTHF_FR3WO_duplicate.txt-49359	0.334239026	193628.2448
RH_Heart_TMTHF_FR3WO_duplicate.txt-49367	0.173800326	30648.1569
RH_Heart_TMTHF_FR3WO_duplicate.txt-49375	0.057791296	63169.13542
RH_Heart_TMTHF_FR3WO_duplicate.txt-49405	0.100738294	64775.61328
RH_Heart_TMTHF_FR3WO_duplicate.txt-49407	0.102527455	36398.50781
RH_Heart_TMTHF_FR3WO_duplicate.txt-49428	-0.055463479	82554.94531
RH_Heart_TMTHF_FR3WO_duplicate.txt-49435	0.015452016	913082.1667
RH_Heart_TMTHF_FR3WO_duplicate.txt-49440	0.039255818	273267.4167
RH_Heart_TMTHF_FR3WO_duplicate.txt-49444	0.333773021	1850096.667
RH_Heart_TMTHF_FR3WO_duplicate.txt-49446	0.269112138	156005.138
RH_Heart_TMTHF_FR3WO_duplicate.txt-49473	-0.065415977	22541.10286
RH_Heart_TMTHF_FR3WO_duplicate.txt-49506	1.059826727	202888.1094
RH_Heart_TMTHF_FR3WO_duplicate.txt-49507	0.149963821	152424.4375
RH_Heart_TMTHF_FR3WO_duplicate.txt-49521	0.210885266	130744.1562
RH_Heart_TMTHF_FR3WO_duplicate.txt-49532	0.17614613	281324.7917
RH_Heart_TMTHF_FR3WO_duplicate.txt-49539	0.179932961	22406.18099
RH_Heart_TMTHF_FR3WO_duplicate.txt-49547	0.063649859	6881392.5
RH_Heart_TMTHF_FR3WO_duplicate.txt-49583	0.119904895	86675.73698
RH_Heart_TMTHF_FR3WO_duplicate.txt-49585	0.214652806	75344.98438
RH_Heart_TMTHF_FR3WO_duplicate.txt-49588	0.417018265	35432.09115
RH_Heart_TMTHF_FR3WO_duplicate.txt-49590	0.006488586	102401.7656
RH_Heart_TMTHF_FR3WO_duplicate.txt-49616	0.110663562	74595.6875
RH_Heart_TMTHF_FR3WO_duplicate.txt-49635	-0.047807133	327953.875
RH_Heart_TMTHF_FR3WO_duplicate.txt-49636	-0.195431885	69480.33334
RH_Heart_TMTHF_FR3WO_duplicate.txt-49658	-0.010941504	887551.1667
RH_Heart_TMTHF_FR3WO_duplicate.txt-49661	0.171399024	16061.88477
RH_Heart_TMTHF_FR3WO_duplicate.txt-49666	0.298341271	15778.09701
RH_Heart_TMTHF_FR3WO_duplicate.txt-49706	0.020918826	2333594.042
RH_Heart_TMTHF_FR3WO_duplicate.txt-49708	-0.029807254	40323.76172
RH_Heart_TMTHF_FR3WO_duplicate.txt-49710	0.023112273	351612.7292
RH_Heart_TMTHF_FR3WO_duplicate.txt-49712	0.010875793	116848.6797
RH_Heart_TMTHF_FR3WO_duplicate.txt-49765	0.141169732	14675724.67
RH_Heart_TMTHF_FR3WO_duplicate.txt-49787	0.299384772	68163.33724
RH_Heart_TMTHF_FR3WO_duplicate.txt-49792	-0.198469741	36767.78125
RH_Heart_TMTHF_FR3WO_duplicate.txt-49803	-0.202804243	17152.39063
RH_Heart_TMTHF_FR3WO_duplicate.txt-49824	0.177309008	20878.92253
RH_Heart_TMTHF_FR3WO_duplicate.txt-49839	0.11921007	533483.5417
RH_Heart_TMTHF_FR3WO_duplicate.txt-49845	0.115394573	80620.66146
RH_Heart_TMTHF_FR3WO_duplicate.txt-49848	0.082269113	245414.5313
RH_Heart_TMTHF_FR3WO_duplicate.txt-49859	0.310929404	19093.43555
RH_Heart_TMTHF_FR3WO_duplicate.txt-49871	-0.086906152	177010.5573
RH_Heart_TMTHF_FR3WO_duplicate.txt-49880	0.027493398	11003.00456
RH_Heart_TMTHF_FR3WO_duplicate.txt-49905	0.075133783	25758.36719
RH_Heart_TMTHF_FR3WO_duplicate.txt-49918	0.252395498	2045137.083
RH_Heart_TMTHF_FR3WO_duplicate.txt-49919	0.01307014	51697.5013
RH_Heart_TMTHF_FR3WO_duplicate.txt-49920	0.326107381	114885.25
RH_Heart_TMTHF_FR3WO_duplicate.txt-49927	0.253086431	436035.5729
RH_Heart_TMTHF_FR3WO_duplicate.txt-49958	-0.134014626	44898.11719
RH_Heart_TMTHF_FR3WO_duplicate.txt-49969	0.257076265	231401.6042
RH_Heart_TMTHF_FR3WO_duplicate.txt-49974	0.030730487	8401229
RH_Heart_TMTHF_FR3WO_duplicate.txt-49986	0.266970182	34710.82813
RH_Heart_TMTHF_FR3WO_duplicate.txt-50006	0.304967808	30433.41016
RH_Heart_TMTHF_FR3WO_duplicate.txt-50026	-0.006758046	13453.06738
RH_Heart_TMTHF_FR3WO_duplicate.txt-5005	0.101453776	13866.7679
RH_Heart_TMTHF_FR3WO_duplicate.txt-50052	0.031593962	231659.2657
RH_Heart_TMTHF_FR3WO_duplicate.txt-50059	0.366627502	210789.3594
RH_Heart_TMTHF_FR3WO_duplicate.txt-5006	0.145656566	6844.426432
RH_Heart_TMTHF_FR3WO_duplicate.txt-50084	-0.068857817	269196.2188
RH_Heart_TMTHF_FR3WO_duplicate.txt-50105	0.038102053	4564.268229
RH_Heart_TMTHF_FR3WO_duplicate.txt-50114	-0.124942284	32070.33854
RH_Heart_TMTHF_FR3WO_duplicate.txt-50115	-0.088902271	33808.80469
RH_Heart_TMTHF_FR3WO_duplicate.txt-50128	0.063435362	795636.3125
RH_Heart_TMTHF_FR3WO_duplicate.txt-50129	0.217940999	50808.30599
RH_Heart_TMTHF_FR3WO_duplicate.txt-50134	0.159461732	87575.91667
RH_Heart_TMTHF_FR3WO_duplicate.txt-50138	0.217589803	774090.2083
RH_Heart_TMTHF_FR3WO_duplicate.txt-50159	0.231285755	758723.4167
RH_Heart_TMTHF_FR3WO_duplicate.txt-50167	-0.137900566	131371.3542
RH_Heart_TMTHF_FR3WO_duplicate.txt-50177	0.367625407	127147.5938
RH_Heart_TMTHF_FR3WO_duplicate.txt-50180	0.269181523	498898.6354
RH_Heart_TMTHF_FR3WO_duplicate.txt-50183	-0.059646627	3974225.417
RH_Heart_TMTHF_FR3WO_duplicate.txt-5019	-0.128359672	10983.07845
RH_Heart_TMTHF_FR3WO_duplicate.txt-50195	-0.114712656	75770.77344
RH_Heart_TMTHF_FR3WO_duplicate.txt-50216	0.238714028	45427.79297
RH_Heart_TMTHF_FR3WO_duplicate.txt-50298	0.171486131	253717.5
RH_Heart_TMTHF_FR3WO_duplicate.txt-50324	0.11604579	28072.18685
RH_Heart_TMTHF_FR3WO_duplicate.txt-50334	0.425755594	8459.767578
RH_Heart_TMTHF_FR3WO_duplicate.txt-50349	0.137423904	221140.1302
RH_Heart_TMTHF_FR3WO_duplicate.txt-50363	0.142898647	48585.48307
RH_Heart_TMTHF_FR3WO_duplicate.txt-50364	0.180159115	53672.27344
RH_Heart_TMTHF_FR3WO_duplicate.txt-5037	-0.098237646	55102.35807
RH_Heart_TMTHF_FR3WO_duplicate.txt-50374	0.148975016	591704.0208
RH_Heart_TMTHF_FR3WO_duplicate.txt-50378	0.406738614	16758.40039
RH_Heart_TMTHF_FR3WO_duplicate.txt-50384	0.179731174	58318.80078
RH_Heart_TMTHF_FR3WO_duplicate.txt-50388	0.007567736	205789.7604
RH_Heart_TMTHF_FR3WO_duplicate.txt-50392	0.079410939	403458.3438
RH_Heart_TMTHF_FR3WO_duplicate.txt-50393	0.147827226	711000.375
RH_Heart_TMTHF_FR3WO_duplicate.txt-50394	0.184127378	199410.1615
RH_Heart_TMTHF_FR3WO_duplicate.txt-50395	0.174032987	404447.7188
RH_Heart_TMTHF_FR3WO_duplicate.txt-50445	0.206678012	17494.30469
RH_Heart_TMTHF_FR3WO_duplicate.txt-50491	0.161824653	149464.6875
RH_Heart_TMTHF_FR3WO_duplicate.txt-50499	-0.041589288	35137.29688
RH_Heart_TMTHF_FR3WO_duplicate.txt-50516	0.139811713	51678.33594
RH_Heart_TMTHF_FR3WO_duplicate.txt-50534	-0.031670724	14436.73926
RH_Heart_TMTHF_FR3WO_duplicate.txt-50538	0.173716551	132201.1328
RH_Heart_TMTHF_FR3WO_duplicate.txt-50544	0.180997165	204028.5886
RH_Heart_TMTHF_FR3WO_duplicate.txt-50574	0.087001239	49622.57682
RH_Heart_TMTHF_FR3WO_duplicate.txt-50585	0.158040517	123185.3594
RH_Heart_TMTHF_FR3WO_duplicate.txt-50609	0.224650941	382434.0938
RH_Heart_TMTHF_FR3WO_duplicate.txt-50636	0.167248532	52260.58203
RH_Heart_TMTHF_FR3WO_duplicate.txt-50667	0.13868896	214497.9219
RH_Heart_TMTHF_FR3WO_duplicate.txt-50703	0.217208079	484186.2188
RH_Heart_TMTHF_FR3WO_duplicate.txt-50714	0.230487179	31446.20117
RH_Heart_TMTHF_FR3WO_duplicate.txt-50722	0.167662868	98884.89063
RH_Heart_TMTHF_FR3WO_duplicate.txt-50727	-0.101103378	45584.19141
RH_Heart_TMTHF_FR3WO_duplicate.txt-50752	0.086938628	36414.58203
RH_Heart_TMTHF_FR3WO_duplicate.txt-50753	0.011164258	8268.785482
RH_Heart_TMTHF_FR3WO_duplicate.txt-50789	0.204681796	184000.7344
RH_Heart_TMTHF_FR3WO_duplicate.txt-50797	0.097997097	13572.05632
RH_Heart_TMTHF_FR3WO_duplicate.txt-5081	0.402447122	30832.33203
RH_Heart_TMTHF_FR3WO_duplicate.txt-50815	0.155786534	10946.85938
RH_Heart_TMTHF_FR3WO_duplicate.txt-50840	0.124792934	44438.21094
RH_Heart_TMTHF_FR3WO_duplicate.txt-5085	-0.241894059	40761.20703
RH_Heart_TMTHF_FR3WO_duplicate.txt-50853	0.20158284	73986.57031
RH_Heart_TMTHF_FR3WO_duplicate.txt-50860	-0.099824206	60067.32031
RH_Heart_TMTHF_FR3WO_duplicate.txt-50888	0.015440034	26978.528
RH_Heart_TMTHF_FR3WO_duplicate.txt-50893	-0.052402205	801148.3958
RH_Heart_TMTHF_FR3WO_duplicate.txt-5091	0.056345838	25888.05013
RH_Heart_TMTHF_FR3WO_duplicate.txt-50936	0.284656706	29594.57227
RH_Heart_TMTHF_FR3WO_duplicate.txt-50937	0.250989107	73287.84766
RH_Heart_TMTHF_FR3WO_duplicate.txt-50968	0.262379491	66434.03125
RH_Heart_TMTHF_FR3WO_duplicate.txt-50969	0.081115308	132160.375
RH_Heart_TMTHF_FR3WO_duplicate.txt-50998	-0.028071844	337686.6667
RH_Heart_TMTHF_FR3WO_duplicate.txt-51005	0.157380738	133042.487
RH_Heart_TMTHF_FR3WO_duplicate.txt-51009	0.26017646	355595.3958
RH_Heart_TMTHF_FR3WO_duplicate.txt-51016	-0.130245813	34318.64453
RH_Heart_TMTHF_FR3WO_duplicate.txt-51018	0.277991798	8499.564616
RH_Heart_TMTHF_FR3WO_duplicate.txt-51057	0.048707071	992625.7918
RH_Heart_TMTHF_FR3WO_duplicate.txt-51058	0.031723369	197698.0677
RH_Heart_TMTHF_FR3WO_duplicate.txt-5107	0.19285748	10479.77864
RH_Heart_TMTHF_FR3WO_duplicate.txt-51072	0.132512336	251343.9062
RH_Heart_TMTHF_FR3WO_duplicate.txt-51102	0.331531718	23821.45443
RH_Heart_TMTHF_FR3WO_duplicate.txt-51114	0.007971595	2023495.625
RH_Heart_TMTHF_FR3WO_duplicate.txt-51129	0.077371588	41324.04297
RH_Heart_TMTHF_FR3WO_duplicate.txt-5113	-0.075748202	29594.84766
RH_Heart_TMTHF_FR3WO_duplicate.txt-51162	0.494695831	437173.2188
RH_Heart_TMTHF_FR3WO_duplicate.txt-51166	0.011653751	202248.0313
RH_Heart_TMTHF_FR3WO_duplicate.txt-51177	0.21765511	336335.0521
RH_Heart_TMTHF_FR3WO_duplicate.txt-51188	0.065899868	1237507.938
RH_Heart_TMTHF_FR3WO_duplicate.txt-51189	0.397167721	98981.625
RH_Heart_TMTHF_FR3WO_duplicate.txt-51191	0.080182359	120561.8099
RH_Heart_TMTHF_FR3WO_duplicate.txt-51208	0.128124209	482238.1042
RH_Heart_TMTHF_FR3WO_duplicate.txt-51215	0.103397378	55078.64583
RH_Heart_TMTHF_FR3WO_duplicate.txt-51231	0.115497887	152918.237
RH_Heart_TMTHF_FR3WO_duplicate.txt-51232	-0.045014727	59903.73568
RH_Heart_TMTHF_FR3WO_duplicate.txt-51234	0.476123441	8704.323242
RH_Heart_TMTHF_FR3WO_duplicate.txt-51242	0.091371091	48752.45313
RH_Heart_TMTHF_FR3WO_duplicate.txt-51246	0.197368567	29979.54232
RH_Heart_TMTHF_FR3WO_duplicate.txt-51275	0.055634623	452523.8334
RH_Heart_TMTHF_FR3WO_duplicate.txt-51278	0.396039105	41166.88672
RH_Heart_TMTHF_FR3WO_duplicate.txt-51284	0.161136326	37947.40104
RH_Heart_TMTHF_FR3WO_duplicate.txt-51319	0.04080415	40361.96875
RH_Heart_TMTHF_FR3WO_duplicate.txt-5133	-0.366083784	517977.1667
RH_Heart_TMTHF_FR3WO_duplicate.txt-51333	0.140298352	45083.3138
RH_Heart_TMTHF_FR3WO_duplicate.txt-51336	0.087028726	26878.55729
RH_Heart_TMTHF_FR3WO_duplicate.txt-5134	0.340344886	184864.375
RH_Heart_TMTHF_FR3WO_duplicate.txt-51341	0.291021145	33970.44531
RH_Heart_TMTHF_FR3WO_duplicate.txt-51349	0.029929756	270920.9063
RH_Heart_TMTHF_FR3WO_duplicate.txt-51350	0.058892304	135924.3854
RH_Heart_TMTHF_FR3WO_duplicate.txt-51369	-0.096073215	31678.92969
RH_Heart_TMTHF_FR3WO_duplicate.txt-51376	0.160871732	64370.86589
RH_Heart_TMTHF_FR3WO_duplicate.txt-51403	0.155903168	290853.8386
RH_Heart_TMTHF_FR3WO_duplicate.txt-51404	0.079454393	70148.30208
RH_Heart_TMTHF_FR3WO_duplicate.txt-51422	-0.124294758	364553
RH_Heart_TMTHF_FR3WO_duplicate.txt-51442	0.194676157	125802.2448
RH_Heart_TMTHF_FR3WO_duplicate.txt-51446	0.153561692	365242.625
RH_Heart_TMTHF_FR3WO_duplicate.txt-51451	0.165204617	50459.66797
RH_Heart_TMTHF_FR3WO_duplicate.txt-51455	0.225663033	26718.47005
RH_Heart_TMTHF_FR3WO_duplicate.txt-51457	0.063228032	43767.90625
RH_Heart_TMTHF_FR3WO_duplicate.txt-51489	-0.24803201	141477.8828
RH_Heart_TMTHF_FR3WO_duplicate.txt-51491	0.042752107	217281.9479
RH_Heart_TMTHF_FR3WO_duplicate.txt-51505	0.229521078	34521.49219
RH_Heart_TMTHF_FR3WO_duplicate.txt-51545	0.193494721	47263.20313
RH_Heart_TMTHF_FR3WO_duplicate.txt-51582	0.195655996	84382.375
RH_Heart_TMTHF_FR3WO_duplicate.txt-51643	0.034775025	77180.77344
RH_Heart_TMTHF_FR3WO_duplicate.txt-51655	0.081446784	163978.0729
RH_Heart_TMTHF_FR3WO_duplicate.txt-51664	0.232920134	365307.8125
RH_Heart_TMTHF_FR3WO_duplicate.txt-51665	0.024720716	127400.237
RH_Heart_TMTHF_FR3WO_duplicate.txt-51669	0.1320365	21189.48763
RH_Heart_TMTHF_FR3WO_duplicate.txt-51691	0.143198573	114859.3959
RH_Heart_TMTHF_FR3WO_duplicate.txt-51708	0.054190726	142792.599
RH_Heart_TMTHF_FR3WO_duplicate.txt-51717	0.567650701	143483.1563
RH_Heart_TMTHF_FR3WO_duplicate.txt-51725	0.445195909	310973.5625
RH_Heart_TMTHF_FR3WO_duplicate.txt-51756	0.196358814	54638.94401
RH_Heart_TMTHF_FR3WO_duplicate.txt-51767	0.189636677	42948.21875
RH_Heart_TMTHF_FR3WO_duplicate.txt-5179	-0.076450937	10154.82748
RH_Heart_TMTHF_FR3WO_duplicate.txt-51807	0.106369425	53754.77995
RH_Heart_TMTHF_FR3WO_duplicate.txt-51865	0.063891169	65702.5026
RH_Heart_TMTHF_FR3WO_duplicate.txt-51875	0.260120355	232461.6979
RH_Heart_TMTHF_FR3WO_duplicate.txt-51876	0.143052376	126231.7239
RH_Heart_TMTHF_FR3WO_duplicate.txt-51882	0.426254702	86881.51823
RH_Heart_TMTHF_FR3WO_duplicate.txt-51886	-0.089660659	139703.6406
RH_Heart_TMTHF_FR3WO_duplicate.txt-51905	0.164264563	394253.5521
RH_Heart_TMTHF_FR3WO_duplicate.txt-51931	0.253837209	231797.0313
RH_Heart_TMTHF_FR3WO_duplicate.txt-51938	0.054932023	93178.06511
RH_Heart_TMTHF_FR3WO_duplicate.txt-52092	0.255933945	296616.4948
RH_Heart_TMTHF_FR3WO_duplicate.txt-52094	0.170129735	69840.375
RH_Heart_TMTHF_FR3WO_duplicate.txt-52106	0.092244503	105511.2891
RH_Heart_TMTHF_FR3WO_duplicate.txt-52107	0.192361505	110655.4219
RH_Heart_TMTHF_FR3WO_duplicate.txt-52125	0.29169812	378377.9375
RH_Heart_TMTHF_FR3WO_duplicate.txt-52150	0.375230289	160715.8906
RH_Heart_TMTHF_FR3WO_duplicate.txt-52151	0.094120829	64643.0586
RH_Heart_TMTHF_FR3WO_duplicate.txt-52163	0.082882949	2153244.958
RH_Heart_TMTHF_FR3WO_duplicate.txt-52204	-0.112425025	99067.02603
RH_Heart_TMTHF_FR3WO_duplicate.txt-52268	0.296195969	60147.88281
RH_Heart_TMTHF_FR3WO_duplicate.txt-52340	0.086192522	25630.21419
RH_Heart_TMTHF_FR3WO_duplicate.txt-52342	0.20651305	38056.91276
RH_Heart_TMTHF_FR3WO_duplicate.txt-52346	0.383664822	62334.09375
RH_Heart_TMTHF_FR3WO_duplicate.txt-52386	0.47998113	113320.3334
RH_Heart_TMTHF_FR3WO_duplicate.txt-52397	0.024528024	36664.85547
RH_Heart_TMTHF_FR3WO_duplicate.txt-52467	0.206643509	29329.64583
RH_Heart_TMTHF_FR3WO_duplicate.txt-52480	0.155197717	11297.89453
RH_Heart_TMTHF_FR3WO_duplicate.txt-52485	0.369372608	64679.02734
RH_Heart_TMTHF_FR3WO_duplicate.txt-52497	0.005428772	519915.0625
RH_Heart_TMTHF_FR3WO_duplicate.txt-52509	0.215444133	66498.01693
RH_Heart_TMTHF_FR3WO_duplicate.txt-52511	0.068758308	5311.283203
RH_Heart_TMTHF_FR3WO_duplicate.txt-52514	0.174314976	6231.168294
RH_Heart_TMTHF_FR3WO_duplicate.txt-5255	-0.161250295	5982.461263
RH_Heart_TMTHF_FR3WO_duplicate.txt-52553	0.159343176	47610.72396
RH_Heart_TMTHF_FR3WO_duplicate.txt-52561	0.059481466	55444.00912
RH_Heart_TMTHF_FR3WO_duplicate.txt-52563	0.025670527	32565.60937
RH_Heart_TMTHF_FR3WO_duplicate.txt-52606	0.131601389	23454.62695
RH_Heart_TMTHF_FR3WO_duplicate.txt-52612	-0.00751623	90299.52083
RH_Heart_TMTHF_FR3WO_duplicate.txt-52622	0.195430688	185446.7292
RH_Heart_TMTHF_FR3WO_duplicate.txt-52623	0.151379566	33091.55599
RH_Heart_TMTHF_FR3WO_duplicate.txt-52653	0.112464286	389568.9063
RH_Heart_TMTHF_FR3WO_duplicate.txt-52674	0.092163091	68880.59115
RH_Heart_TMTHF_FR3WO_duplicate.txt-52686	0.072100032	183494.7344
RH_Heart_TMTHF_FR3WO_duplicate.txt-52690	0.225405722	23435.17969
RH_Heart_TMTHF_FR3WO_duplicate.txt-52711	0.318617174	1938865.708
RH_Heart_TMTHF_FR3WO_duplicate.txt-52731	0.2165835	211941.0938
RH_Heart_TMTHF_FR3WO_duplicate.txt-52736	0.266171926	14237.50684
RH_Heart_TMTHF_FR3WO_duplicate.txt-52752	0.342831148	352781.2813
RH_Heart_TMTHF_FR3WO_duplicate.txt-52761	0.160756672	183488.6511
RH_Heart_TMTHF_FR3WO_duplicate.txt-52774	0.193158582	88042.32813
RH_Heart_TMTHF_FR3WO_duplicate.txt-52775	0.106555	83217.59375
RH_Heart_TMTHF_FR3WO_duplicate.txt-52778	0.052148785	170982.0365
RH_Heart_TMTHF_FR3WO_duplicate.txt-52816	0.171653482	40620.46354
RH_Heart_TMTHF_FR3WO_duplicate.txt-52824	0.085727359	216011.4583
RH_Heart_TMTHF_FR3WO_duplicate.txt-52833	0.174272264	29260.63021
RH_Heart_TMTHF_FR3WO_duplicate.txt-52844	0.212810976	10782.11133
RH_Heart_TMTHF_FR3WO_duplicate.txt-52847	0.3235627	75551.89844
RH_Heart_TMTHF_FR3WO_duplicate.txt-52857	-0.043459297	732935.1667
RH_Heart_TMTHF_FR3WO_duplicate.txt-52867	0.246562885	44140.15625
RH_Heart_TMTHF_FR3WO_duplicate.txt-52877	0.2839525	110237.3594
RH_Heart_TMTHF_FR3WO_duplicate.txt-52901	0.081838429	30810.125
RH_Heart_TMTHF_FR3WO_duplicate.txt-52904	0.056689541	35277.09375
RH_Heart_TMTHF_FR3WO_duplicate.txt-52905	-0.187156132	29520.9375
RH_Heart_TMTHF_FR3WO_duplicate.txt-52923	0.224437755	572039.6667
RH_Heart_TMTHF_FR3WO_duplicate.txt-52947	0.138190344	136589.1406
RH_Heart_TMTHF_FR3WO_duplicate.txt-52948	0.191864832	107868.8047
RH_Heart_TMTHF_FR3WO_duplicate.txt-52971	0.27759552	221107.5573
RH_Heart_TMTHF_FR3WO_duplicate.txt-52981	-0.042747165	110919.263
RH_Heart_TMTHF_FR3WO_duplicate.txt-52984	0.095847188	51628.05469
RH_Heart_TMTHF_FR3WO_duplicate.txt-53029	0.177727355	80514.63281
RH_Heart_TMTHF_FR3WO_duplicate.txt-53036	0.158108431	63642.93099
RH_Heart_TMTHF_FR3WO_duplicate.txt-53047	0.227052244	22639.19596
RH_Heart_TMTHF_FR3WO_duplicate.txt-53083	0.167597592	24563.40039
RH_Heart_TMTHF_FR3WO_duplicate.txt-53087	0.066252021	52410.05078
RH_Heart_TMTHF_FR3WO_duplicate.txt-53102	0.04270671	64036.97656
RH_Heart_TMTHF_FR3WO_duplicate.txt-53117	0.121585424	22390.36328
RH_Heart_TMTHF_FR3WO_duplicate.txt-53138	0.351609466	100174.3542
RH_Heart_TMTHF_FR3WO_duplicate.txt-53153	0.247030094	34238.8737
RH_Heart_TMTHF_FR3WO_duplicate.txt-53157	0.157993316	80571.58464
RH_Heart_TMTHF_FR3WO_duplicate.txt-53160	0.125882386	47450.74479
RH_Heart_TMTHF_FR3WO_duplicate.txt-53168	0.014194315	2070499.333
RH_Heart_TMTHF_FR3WO_duplicate.txt-53181	-0.002582407	313702.1146
RH_Heart_TMTHF_FR3WO_duplicate.txt-53187	0.125241031	110410.8542
RH_Heart_TMTHF_FR3WO_duplicate.txt-53190	0.265905901	270849.625
RH_Heart_TMTHF_FR3WO_duplicate.txt-53202	0.227414817	110706.6953
RH_Heart_TMTHF_FR3WO_duplicate.txt-53229	0.140643071	43847.11588
RH_Heart_TMTHF_FR3WO_duplicate.txt-53233	0.152084742	593422.0833
RH_Heart_TMTHF_FR3WO_duplicate.txt-53239	0.426933541	95137.52085
RH_Heart_TMTHF_FR3WO_duplicate.txt-53263	0.343519797	14769.97428
RH_Heart_TMTHF_FR3WO_duplicate.txt-53279	0.131292216	297852.1563
RH_Heart_TMTHF_FR3WO_duplicate.txt-53370	0.142578845	49317.95443
RH_Heart_TMTHF_FR3WO_duplicate.txt-53384	-0.037964951	2569603.417
RH_Heart_TMTHF_FR3WO_duplicate.txt-53392	-0.333480034	13955.36328
RH_Heart_TMTHF_FR3WO_duplicate.txt-53400	-0.091647959	1232614.333
RH_Heart_TMTHF_FR3WO_duplicate.txt-53408	-0.061193674	213209.3438
RH_Heart_TMTHF_FR3WO_duplicate.txt-53413	0.089932483	16127.78386
RH_Heart_TMTHF_FR3WO_duplicate.txt-53433	0.100858061	79708.0625
RH_Heart_TMTHF_FR3WO_duplicate.txt-53443	0.209125739	28991.57292
RH_Heart_TMTHF_FR3WO_duplicate.txt-53448	0.256792097	551626.625
RH_Heart_TMTHF_FR3WO_duplicate.txt-53455	0.359168905	237393.5781
RH_Heart_TMTHF_FR3WO_duplicate.txt-53456	0.035444014	75682.21094
RH_Heart_TMTHF_FR3WO_duplicate.txt-53501	0.191754178	45344.20703
RH_Heart_TMTHF_FR3WO_duplicate.txt-53514	-0.035724404	61946.78255
RH_Heart_TMTHF_FR3WO_duplicate.txt-53540	0.311991268	151750.4427
RH_Heart_TMTHF_FR3WO_duplicate.txt-53543	0.108926036	27313.55664
RH_Heart_TMTHF_FR3WO_duplicate.txt-53554	0.258243125	64332.97396
RH_Heart_TMTHF_FR3WO_duplicate.txt-53556	0.247424038	105785.5885
RH_Heart_TMTHF_FR3WO_duplicate.txt-53571	0.128803961	87131.25
RH_Heart_TMTHF_FR3WO_duplicate.txt-53588	0.305140949	29926.45182
RH_Heart_TMTHF_FR3WO_duplicate.txt-53617	0.275314709	547052.4375
RH_Heart_TMTHF_FR3WO_duplicate.txt-53625	-0.279903752	63006.38281
RH_Heart_TMTHF_FR3WO_duplicate.txt-53632	0.112437621	55550.73568
RH_Heart_TMTHF_FR3WO_duplicate.txt-53654	0.252335616	38258.40104
RH_Heart_TMTHF_FR3WO_duplicate.txt-53659	0.118008066	111731.9688
RH_Heart_TMTHF_FR3WO_duplicate.txt-53664	0.264509797	53392.87891
RH_Heart_TMTHF_FR3WO_duplicate.txt-53669	0.244501655	102309.2813
RH_Heart_TMTHF_FR3WO_duplicate.txt-53688	0.159054752	202747.9844
RH_Heart_TMTHF_FR3WO_duplicate.txt-53689	0.173012916	34795.09831
RH_Heart_TMTHF_FR3WO_duplicate.txt-53696	0.156785185	139602.0599
RH_Heart_TMTHF_FR3WO_duplicate.txt-53697	0.097147782	34090.30534
RH_Heart_TMTHF_FR3WO_duplicate.txt-53729	0.119655754	46307.35677
